cve,owner,repo,patch,commit_count,diff_tokens,ranker_rank,year,repo_size_bucket,diff_bucket,ranker_bucket,year_bucket,language,cwe_family
CVE-2023-38992,jeecgboot,jeecg-boot,648e66d5ef1547a01ff77bf9875f960ca39bbe8e,52430,228,23,2023,>10k,<5k,top-11-100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2023-40989,jeecgboot,jeecg-boot,473875a9d261780a3400cf6f8260ca441b768ed1|87677df925e55e51233bf740433b30a751fc7705,52430,228,10000,2023,>10k,<5k,>100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2023-3348,cloudflare,workers-sdk,fddffdf0c23d2ca56f2139a2c6bc278052594cba,4584,264,17,2023,1k-5k,<5k,top-11-100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-7079,cloudflare,workers-sdk,29df8e17545bf3926b6d61678b596be809d40c6d|311ffbd5064f8301ac6f0311bbe5630897923b93,4584,0,10000,2023,1k-5k,<5k,>100,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2023-7080,cloudflare,workers-sdk,05b1bbd2f5b8e60268e30c276067c3a3ae1239cf|29df8e17545bf3926b6d61678b596be809d40c6d|63708a94fb7a055bf15fa963f2d598b47b11d3c0,4584,0,10000,2023,1k-5k,<5k,>100,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2013-7370,senchalabs,connect,126187c4e12162e231b87350740045e5bb06e93a|277e5aad6a95d00f55571a9a0e11f2fa190d8135,3652,0,10000,2013,1k-5k,<5k,>100,2012-2014,JavaScript,CWE-707: Improper Neutralization
CVE-2013-7371,senchalabs,connect,126187c4e12162e231b87350740045e5bb06e93a|277e5aad6a95d00f55571a9a0e11f2fa190d8135,3652,0,10000,2013,1k-5k,<5k,>100,2012-2014,JavaScript,CWE-707: Improper Neutralization
CVE-2018-3717,senchalabs,connect,6d5dd30075d2bc4ee97afdbbe3d9d98d8d52d74b,3652,3959,740,2018,1k-5k,<5k,>100,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2021-23390,totaljs,framework4,8a72d8c20f38bbcac031a76a51238aa528f68821,2459,696,54,2021,1k-5k,<5k,top-11-100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2023-30094,totaljs,framework4,e2cea690c3fe4453e94da896a69f832511f65179,2459,148,109,2023,1k-5k,<5k,>100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2018-3711,fastify,fastify,fabd2a011f2ffbb877394abe699f549513ffbd76,4305,1528,133,2018,1k-5k,<5k,>100,2018-2020,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-39288,fastify,fastify,fbb07e8dfad74c69cd4cd2211aedab87194618e3,4305,722,23,2022,1k-5k,<5k,top-11-100,2021-2024,JavaScript,CWE-703: Improper Check or Handling of Exceptional Conditions
CVE-2022-41919,fastify,fastify,62dde76f1f7aca76e38625fe8d983761f26e6fc9,4305,1444,8,2022,1k-5k,<5k,top-2-10,2021-2024,JavaScript,CWE-693: Protection Mechanism Failure
CVE-2023-4696,usememos,memos,c9aa2eeb9852047e4f41915eb30726bd25f07ecd,3309,64,141,2023,1k-5k,<5k,>100,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2023-0106,usememos,memos,0f8ce3dd1696722f951d7195ad1f88b39a5d15d7,3309,5423,9,2023,1k-5k,5k-15k,top-2-10,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2022-4734,usememos,memos,05b41804e33a34102f1f75bb2d69195dda6a1210,3309,40,2,2022,1k-5k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-4799,usememos,memos,3556ae4e651d9443dc3bb8a170dd3cc726517a53,3309,3709,4,2022,1k-5k,<5k,top-2-10,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2022-4684,usememos,memos,dca35bde877aab6e64ef51b52e590b5d48f692f9,3309,147,6,2022,1k-5k,<5k,top-2-10,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2022-4847,usememos,memos,c9bb2b785dc5852655405d5c9ab127a2d5aa3948,3309,77,10,2022,1k-5k,<5k,top-2-10,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2022-4609,usememos,memos,726285e63467820f94cbf872abe71025a161c212,3309,64,3,2022,1k-5k,<5k,top-2-10,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2022-4798,usememos,memos,3556ae4e651d9443dc3bb8a170dd3cc726517a53,3309,3709,4,2022,1k-5k,<5k,top-2-10,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2022-4797,usememos,memos,3556ae4e651d9443dc3bb8a170dd3cc726517a53,3309,3709,4,2022,1k-5k,<5k,top-2-10,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2022-4845,usememos,memos,c9bb2b785dc5852655405d5c9ab127a2d5aa3948,3309,77,7,2022,1k-5k,<5k,top-2-10,2021-2024,JavaScript,CWE-693: Protection Mechanism Failure
CVE-2022-31151,nodejs,undici,0a5bee9465e627be36bac88edf7d9bbc9626126d,3302,438,53,2022,1k-5k,<5k,top-11-100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-45143,nodejs,undici,e041de359221ebeae04c469e8aff4145764e6d76,3302,223,27,2023,1k-5k,<5k,top-11-100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-35949,nodejs,undici,124f7ebf705366b2e1844dff721928d270f87895,3302,749,32,2022,1k-5k,<5k,top-11-100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-35948,nodejs,undici,66165d604fd0aee70a93ed5c44ad4cc2df395f80,3302,183,14,2022,1k-5k,<5k,top-11-100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2024-30260,nodejs,undici,6805746680d27a5369d7fb67bc05f95a28247d75,3302,273,78,2024,1k-5k,<5k,top-11-100,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2024-38372,nodejs,undici,f979ec3204ca489abf30e7d20e9fee9ea7711d36,3302,658,400,2024,1k-5k,<5k,>100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-23936,nodejs,undici,a2eff05401358f6595138df963837c24348f2034,3302,199,68,2023,1k-5k,<5k,top-11-100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2024-30261,nodejs,undici,d542b8cd39ec1ba303f038ea26098c3f355974f3,3302,2207,41,2024,1k-5k,<5k,top-11-100,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2023-24807,nodejs,undici,f2324e549943f0b0937b09fb1c0c16cc7c93abdf,3302,210,27,2023,1k-5k,<5k,top-11-100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2024-24758,nodejs,undici,b9da3e40f1f096a06b4caedbb27c2568730434ef,3302,154,24,2024,1k-5k,<5k,top-11-100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-39532,endojs,endo,fc90c6429604dc79ce8e3355e236ccce2bada041,6136,366,93,2023,5k-10k,<5k,top-11-100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2011-4969,jquery,jquery,db9e023e62c1ff5d8f21ed9868ab6878da2005e9,6749,314,3,2011,5k-10k,<5k,top-2-10,2009-2011,JavaScript,CWE-707: Improper Neutralization
CVE-2012-6708,jquery,jquery,05531fc4080ae24070930d15ae0cea7ae056457d,6749,571,4,2012,5k-10k,<5k,top-2-10,2012-2014,JavaScript,CWE-707: Improper Neutralization
CVE-2015-9251,jquery,jquery,b078a62013782c7424a4a61a240c23c4c0b42614,6749,376,104,2015,5k-10k,<5k,>100,2015-2017,JavaScript,CWE-707: Improper Neutralization
CVE-2020-7656,jquery,jquery,05531fc4080ae24070930d15ae0cea7ae056457d|606b863edaff29035960e4d813b45d63b8d92876,6749,0,10000,2020,5k-10k,<5k,>100,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2019-17636,eclipse-theia,theia,b212d07f915df1509180944ee3132714bc2636bf,7380,1970,110,2019,5k-10k,<5k,>100,2018-2020,JavaScript,CWE-693: Protection Mechanism Failure
CVE-2021-34435,eclipse-theia,theia,0761dcf5fe3c14c27432683d42d2c526ad0cfbd5,7380,522,113,2021,5k-10k,<5k,>100,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2021-23389,totaljs,framework,887b0fa9e162ef7a2dd9cec20a5ca122726373b3,5313,217,10000,2021,5k-10k,<5k,>100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2021-21252,jquery-validation,jquery-validation,5d8f29eef363d043a8fec4eb86d42cadb5fa5f7d,900,51,1,2021,<=1k,<5k,top-1,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-43306,jquery-validation,jquery-validation,69cb17ed774b427f7e2ffcdf197968231725c30e,900,141,1,2021,<=1k,<5k,top-1,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-31147,jquery-validation,jquery-validation,5bbd80d27fc6b607d2f7f106c89522051a9fb0dd,900,222,23,2022,<=1k,<5k,top-11-100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-41655,danocmx,node-tf2-item-format,5cffcc16a9261d6a937bda72bfe6830e02e31eec,848,654,24,2024,<=1k,<5k,top-11-100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2022-30427,gphper,ginadmin,726109f01ad23523715f36f7d272958064666a30,224,307,5,2022,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-30428,gphper,ginadmin,726109f01ad23523715f36f7d272958064666a30,224,307,5,2022,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-15123,codecov,codecov-node,c0711c656686e902af2cd92d6aecc8074de4d83d,417,694,5,2020,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2020-7597,codecov,codecov-node,02cf13d8b93ac547b5b4c2cfe186b7d874fd234f,417,345,9,2020,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2019-16146,gophish,gophish,24fe998a3aa04e205900476a9601d481e94d8eea,815,224,5,2019,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2020-24710,gophish,gophish,e3352f481e94054ffe08494c9225d3878347b005,815,2168,18,2020,<=1k,<5k,top-11-100,2018-2020,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-34232,snowflakedb,snowflake-connector-nodejs,0c9622ae12cd7d627df404b73a783b4a5f60728a,549,403,68,2023,<=1k,<5k,top-11-100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2023-45827,clickbar,dot-diver,9790834cf4c2bca75db00e588e58056dacaf602f|98daf567390d816fd378ec998eefe2e97f293d5a,131,0,10000,2023,<=1k,<5k,>100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-23354,adaltas,node-printf,a8502e7c9b0b22555696a2d8ef67722086413a68,129,48,6,2021,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-48963,snyk,snyk-php-plugin,9189f093b94f9ce51672f6919ffbc98171fd66d4,136,336,2,2024,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2020-15156,psychobunny,nodebb-plugin-blog-comments,cf43beedb05131937ef46f365ab0a0c6fa6ac618,252,38,2,2020,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-693: Protection Mechanism Failure
CVE-2018-3720,jonschlinkert,assign-deep,19953a8c089b0328c470acaaaf6accdfcb34da11,48,57,5,2018,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-10745,jonschlinkert,assign-deep,90bf1c551d05940898168d04066bbf15060f50cc,48,724,2,2019,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-45811,relative,synchrony,b583126be94c4db7c5a478f1c5204bfb4162cf40,138,32,7,2023,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-43408,jenkinsci,pipeline-stage-view-plugin,cee275109ee748fa9f599ec60159807a28a2933f,549,176,8,2022,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-693: Protection Mechanism Failure
CVE-2021-4437,dbartholomae,lambda-middleware,f689404d830cbc1edd6a1018d3334ff5f44dc6a6,328,286,1,2021,<=1k,<5k,top-1,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-35220,fastify,session,0495ce5b534c4550f25228821db8098293439f2f,477,346,4,2024,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-25466,rnmods,react-native-document-picker,1ae7cb217d23a551bff86ad10c7ae6f5e074490f,421,215,2,2024,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-25352,dominictarr,libnested,c1129865d75fbe52b5a4f755ad3110ca5420f2e1,47,189,1,2022,<=1k,<5k,top-1,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-30363,Tencent,vConsole,b91591703490e032451f7734212f6458bde9be6a,947,258,3,2023,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-10791,dottgonzo,node-promise-probe,0d9affb67fc1ad985903536d35372cf55efe5a45,31,333,6,2019,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2018-12457,mrvautin,expressCart,baccaae9b0b72f00b10c5453ca00231340ad3e3b,602,476,3,2018,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-284: Improper Access Control
CVE-2018-3758,mrvautin,expressCart,65b18cfe426fa217aa6ada1d4162891883137893,602,1312,16,2018,<=1k,<5k,top-11-100,2018-2020,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-22403,mrvautin,expressCart,cd3ba1bc609c2f2946bfbc7ee2fccf3483eb71fb,602,1254,6,2020,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-693: Protection Mechanism Failure
CVE-2021-4438,kyivstarteam,react-native-sms-user-consent,5423dcb0cd3e4d573b5520a71fa08aa279e4c3c7,29,389,3,2021,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2022-21190,mozilla,node-convict,1ea0ab19c5208f66509e1c43b0d0f21c1fd29b75,622,267,1,2022,<=1k,<5k,top-1,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-22143,mozilla,node-convict,3b86be087d8f14681a9c889d45da7fe3ad9cd880,622,299,4,2022,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-0163,mozilla,node-convict,fb602fbe1e9f14f2e88ecb8179d0f76466d21ecb,622,100,3,2023,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2018-25079,segmentio,is-url,149550935c63a98c11f27f694a7c4a9479e53794,44,223,2,2018,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-4059,mikaelbr,mversion,6c76c9efd27c7ff5a5c6f187e8b7a435c4722338,186,1396,6,2020,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2020-7688,mikaelbr,mversion,b7a8b32600e60759a7ad3921ec4a2750bf173482,186,47,17,2020,<=1k,<5k,top-11-100,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2024-21536,chimurai,http-proxy-middleware,788b21e4aff38332d6319557d4a5b1b13b1f9a22,469,378,43,2024,<=1k,<5k,top-11-100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-25915,eugeneware,changeset,9e588844edbb9993b32e7366cc799262b4447f99,46,155,2,2021,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-28092,sindresorhus,is-svg,01f8a087fab8a69c3ac9085fbb16035907ab6a5b,65,214,1,2021,<=1k,<5k,top-1,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-29059,sindresorhus,is-svg,732fc72779840c45a30817d3fe28e12058592b02,65,505,11,2021,<=1k,<5k,top-11-100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2018-3737,joyent,node-sshpk,46065d38a5e6d1bccf86d3efb2fb83c14e3f9957,215,283,1,2018,<=1k,<5k,top-1,2018-2020,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-23424,Tjatse,ansi-html,8142b25bca3133ea060bcc1889277dc482327a63,28,282,3,2021,<=1k,<5k,top-2-10,2021-2024,JavaScript,Unknown
CVE-2021-23413,Stuk,jszip,22357494f424178cb416cdb7d93b26dd4f824b36,736,183,5,2021,<=1k,<5k,top-2-10,2021-2024,JavaScript,Unknown
CVE-2022-48285,Stuk,jszip,2edab366119c9ee948357c02f1206c28566cdf15,736,4416,6,2022,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2017-16003,felixrieseberg,windows-build-tools,9835d33e68f2cb5e4d148e954bb3ed0221d98e90,328,36,188,2017,<=1k,<5k,>100,2015-2017,JavaScript,CWE-693: Protection Mechanism Failure
CVE-2024-43370,guillaumepotier,gettext.js,8150aeba833183e14c2291a8a148b8f79d1d68d8,135,35,6,2024,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2021-26276,godaddy,node-config-shield,cdba5d3a7accd661ffbc52e208153464bd0d9da6,32,143,5,2021,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2014-3741,tojocky,node-printer,e001e38738c17219a1d9dd8c31f7d82b9c0013c7,321,59,36,2014,<=1k,<5k,top-11-100,2012-2014,JavaScript,CWE-707: Improper Neutralization
CVE-2022-28367,nahsra,antisamy,0199e7e194dba5e7d7197703f43ebe22401e61ae,860,356,54,2022,<=1k,<5k,top-11-100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2022-29577,nahsra,antisamy,32e273507da0e964b58c50fd8a4c94c9d9363af0,860,311,19,2022,<=1k,<5k,top-11-100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2024-23635,nahsra,antisamy,12a2e31d3855430c119480655c2bbbbb79a66ecd|3e84410ed06ab67f0a4cc3183c67528210f4847d,860,0,10000,2024,<=1k,<5k,>100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2024-4067,micromatch,micromatch,03aa8052171e878897eee5d7bb2ae0ae83ec2ade|500d5d6f42f0e8dfa1cb5464c6cb420b1b6aaaa0,604,0,10000,2024,<=1k,<5k,>100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-31597,mjwwit,node-XMLHttpRequest,bf53329b61ca6afc5d28f6b8d2dc2e3ca740a9b2,168,117,10000,2021,<=1k,<5k,>100,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2020-15168,node-fetch,node-fetch,eaff0094c4dfdd5b78711a8c4f1b61e33d282072,640,163,1,2020,<=1k,<5k,top-1,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2022-0235,node-fetch,node-fetch,36e47e8a6406185921e4985dcbeff140d73eaa10,640,320,7,2022,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-2596,node-fetch,node-fetch,28802387292baee467e042e168d92597b5bbbe3d,640,76,2,2022,<=1k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2018-3723,jonschlinkert,defaults-deep,c873f341327ad885ff4d0f23b3d3bca31b0343e5,17,61,2,2018,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-45459,coreybutler,node-windows,a379d31366edbd7a672a981e6c09e185ab448dd3,243,104,1,2021,<=1k,<5k,top-1,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2018-3743,herber,hekto,1e5c75f8259ba0daf9b2600db3c246cda1934c46,39,160,2,2018,<=1k,<5k,top-2-10,2018-2020,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-27290,npm,ssri,76e223317d971f19e4db8191865bdad5edee40d2,210,253,10000,2021,<=1k,<5k,>100,2021-2024,JavaScript,Unknown
CVE-2021-40823,matrix-org,matrix-js-sdk,894c24880da0e1cc81818f51c0db80e3c9fb2be9,10344,485,37,2021,>10k,<5k,top-11-100,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2022-39236,matrix-org,matrix-js-sdk,a587d7c36026fe1fcf93dfff63588abee359be76,10344,9580,14,2022,>10k,5k-15k,top-11-100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2022-39249,matrix-org,matrix-js-sdk,a587d7c36026fe1fcf93dfff63588abee359be76,10344,9580,15,2022,>10k,5k-15k,top-11-100,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2022-39250,matrix-org,matrix-js-sdk,a587d7c36026fe1fcf93dfff63588abee359be76,10344,9580,132,2022,>10k,5k-15k,>100,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2022-39251,matrix-org,matrix-js-sdk,a587d7c36026fe1fcf93dfff63588abee359be76,10344,9580,14,2022,>10k,5k-15k,top-11-100,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2024-42369,matrix-org,matrix-js-sdk,a0efed8b881b3db6c9f2c71d6a6e74c2828978c6,10344,58,40,2024,>10k,<5k,top-11-100,2021-2024,JavaScript,CWE-691: Insufficient Control Flow Management
CVE-2024-47080,matrix-org,matrix-js-sdk,2fb1e659c81f75253c047832dc9dcc2beddfac5f,10344,967,7,2024,>10k,<5k,top-2-10,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-28056,aws-amplify,amplify-cli,73b08dc424db2fb60399c5343c314e02e849d4a1,64303,228,10000,2024,>10k,<5k,>100,2021-2024,JavaScript,CWE-284: Improper Access Control
CVE-2023-37299,laurent22,joplin,9e90d9016daf79b5414646a93fd369aedb035071,171499,228,320,2023,>10k,<5k,>100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2021-33295,laurent22,joplin,9c20d5947d1fa4678a8b640792ff3d31224f0adf,171499,228,336,2021,>10k,<5k,>100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2020-15930,laurent22,joplin,57d750bc9aeb0f98d53ed4b924458b54984c15ff,171499,228,6,2020,>10k,<5k,top-2-10,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2020-28249,laurent22,joplin,fd90a490c0e5cacd17bfe0ffc422be1d2a9b1c13,171499,228,85,2020,>10k,<5k,top-11-100,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2022-45598,laurent22,joplin,a2de167b95debad83a0f0c7925a88c0198db812e,171499,228,463,2022,>10k,<5k,>100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2023-37298,laurent22,joplin,caf66068bfc474bbfd505013076ed173cd90ca83,171499,228,3,2023,>10k,<5k,top-2-10,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2020-9038,laurent22,joplin,3db47b575b9cb0a765da3d283baa2c065df0d0bc,171499,228,1,2020,>10k,<5k,top-1,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2022-35131,laurent22,joplin,e797ebb864fbf429a49b6d20e5779d0c9aa6c4d5,171499,228,20,2022,>10k,<5k,top-11-100,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2018-1000534,laurent22,joplin,494e235e18659574f836f84fcf9f4d4fcdcfcf89,171499,228,142,2018,>10k,<5k,>100,2018-2020,JavaScript,CWE-707: Improper Neutralization
CVE-2021-37916,laurent22,joplin,feaecf765368f2c273bea3a9fa641ff0da7e6b26,171499,228,1,2021,>10k,<5k,top-1,2021-2024,JavaScript,CWE-707: Improper Neutralization
CVE-2024-34708,directus,directus,e70a90c267bea695afce6545174c2b77517d617b,12616,1090,97,2024,>10k,<5k,top-11-100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-28239,directus,directus,5477d7d61babd7ffc2f835d399bf79611b15b203,12616,2872,17,2024,>10k,<5k,top-11-100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-39699,directus,directus,d577b44231c0923aca99cac5770fd853801caee1,12616,971,918,2024,>10k,<5k,>100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-34709,directus,directus,a6172f8a6a0f31a6bf4305a090de172ebfb63bcf,12616,240,108,2024,>10k,<5k,>100,2021-2024,JavaScript,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-41940,socketio,engine.io,425e833ab13373edf1dd5a0706f07100db14e3c6,1193,51,5,2022,1k-5k,<5k,top-2-10,2021-2024,Other,CWE-691: Insufficient Control Flow Management
CVE-2022-21676,socketio,engine.io,c0e194d44933bd83bf9a4b126fca68ba7bf5098c,1193,234,7,2022,1k-5k,<5k,top-2-10,2021-2024,Other,CWE-703: Improper Check or Handling of Exceptional Conditions
CVE-2018-7408,npm,npm,74e149da6efe6ed89477faa81fef08eee7999ad0,8342,1155,6,2018,5k-10k,<5k,top-2-10,2018-2020,Other,CWE-284: Improper Access Control
CVE-2021-23406,TooTallNate,node-degenerator,9d25bb67d957bc2e5425fea7bf7a58b3fc64ff9e|ccc3445354135398b6eb1a04c7d27c13b833f2d5,123,0,10000,2021,<=1k,<5k,>100,2021-2024,Other,Unknown
CVE-2016-9122,square,go-jose,2c5656adca9909843c4ff50acf1d2cf8f32da7e6|789a4c4bd4c118f7564954f441b29c153ccd6a96|c7581939a3656bb65e89d64da0a52364a33d2507,562,0,10000,2016,<=1k,<5k,>100,2015-2017,Other,CWE-284: Improper Access Control
CVE-2016-9121,square,go-jose,c7581939a3656bb65e89d64da0a52364a33d2507,562,451,87,2016,<=1k,<5k,top-11-100,2015-2017,Other,CWE-693: Protection Mechanism Failure
CVE-2021-32643,http4s,http4s,52e1890665410b4385e37b96bc49c5e3c708e4e9,17775,219,3,2021,>10k,<5k,top-2-10,2021-2024,Other,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-5280,http4s,http4s,250afddbb2e65b70ca9ddaec9d1eb3aaa56de7ec|752b3f63a05a31d2de4f8706877aa08d6b89efca|b87f31b2292dabe667bec3b04ce66176c8a3e17b,17775,0,10000,2020,>10k,<5k,>100,2018-2020,Other,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-11358,maximebf,php-debugbar,847216e60544258c881f2733d699bbcfeefac0fc,780,2560,127,2019,<=1k,<5k,>100,2018-2020,PHP,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2016-6872,facebook,hhvm,2c9a8fcc73a151608634d3e712973d192027c271,72683,121,1,2016,>10k,<5k,top-1,2015-2017,PHP,CWE-682: Incorrect Calculation
